name,time,windspeed_ZMW
windgeber_ZMW,1698745980000000000,9.6
windgeber_ZMW,1698746580000000000,9.9
windgeber_ZMW,1698747180000000000,9.1
windgeber_ZMW,1698747780000000000,9
windgeber_ZMW,1698748380000000000,9.1
windgeber_ZMW,1698748980000000000,9.7
windgeber_ZMW,1698749580000000000,10
windgeber_ZMW,1698750180000000000,10.9
windgeber_ZMW,1698750780000000000,10.5
windgeber_ZMW,1698751380000000000,10.4
windgeber_ZMW,1698751980000000000,11.2
windgeber_ZMW,1698752580000000000,10.1
windgeber_ZMW,1698753180000000000,9.8
windgeber_ZMW,1698753780000000000,9.2
windgeber_ZMW,1698754380000000000,8
windgeber_ZMW,1698754980000000000,8.3
windgeber_ZMW,1698755580000000000,10.3
windgeber_ZMW,1698756180000000000,10.4
windgeber_ZMW,1698756780000000000,11.4
windgeber_ZMW,1698757380000000000,9.6
windgeber_ZMW,1698757980000000000,9.3
windgeber_ZMW,1698758580000000000,10.8
windgeber_ZMW,1698759180000000000,10.3
windgeber_ZMW,1698759780000000000,11.5
windgeber_ZMW,1698760380000000000,9
windgeber_ZMW,1698760980000000000,9.5
windgeber_ZMW,1698761580000000000,8.6
windgeber_ZMW,1698762180000000000,11.8
windgeber_ZMW,1698762780000000000,8.9
windgeber_ZMW,1698763380000000000,8.5
windgeber_ZMW,1698763980000000000,8.7
windgeber_ZMW,1698764581000000000,8.5
windgeber_ZMW,1698765180000000000,8
windgeber_ZMW,1698765780000000000,6.8
windgeber_ZMW,1698766380000000000,7.7
windgeber_ZMW,1698766980000000000,8.5
windgeber_ZMW,1698767580000000000,7.5
windgeber_ZMW,1698768180000000000,6.8
windgeber_ZMW,1698768780000000000,7.7
windgeber_ZMW,1698769380000000000,7.2
windgeber_ZMW,1698769980000000000,6.7
windgeber_ZMW,1698770581000000000,6
windgeber_ZMW,1698771181000000000,5.7
windgeber_ZMW,1698771781000000000,5.9
windgeber_ZMW,1698772381000000000,5.5
windgeber_ZMW,1698772980000000000,5.5
windgeber_ZMW,1698773581000000000,5.1
windgeber_ZMW,1698774181000000000,5.6
windgeber_ZMW,1698774781000000000,6
windgeber_ZMW,1698775381000000000,5.3
windgeber_ZMW,1698775981000000000,5.8
windgeber_ZMW,1698776580000000000,6
windgeber_ZMW,1698777181000000000,6.5
windgeber_ZMW,1698777780000000000,5.9
windgeber_ZMW,1698778381000000000,5.3
windgeber_ZMW,1698778981000000000,5.4
windgeber_ZMW,1698779580000000000,5.8
windgeber_ZMW,1698780181000000000,6.3
windgeber_ZMW,1698780781000000000,7.2
windgeber_ZMW,1698781381000000000,8
windgeber_ZMW,1698781981000000000,7.1
windgeber_ZMW,1698782581000000000,7.1
windgeber_ZMW,1698783181000000000,9
windgeber_ZMW,1698783781000000000,7
windgeber_ZMW,1698784381000000000,5.6
windgeber_ZMW,1698784981000000000,4.2
windgeber_ZMW,1698785581000000000,3.9
windgeber_ZMW,1698786181000000000,4
windgeber_ZMW,1698786781000000000,4.6
windgeber_ZMW,1698787381000000000,4
windgeber_ZMW,1698787981000000000,4.7
windgeber_ZMW,1698788581000000000,4.5
windgeber_ZMW,1698789181000000000,4.2
windgeber_ZMW,1698789781000000000,3.8
windgeber_ZMW,1698790381000000000,3.3
windgeber_ZMW,1698790981000000000,2.9
windgeber_ZMW,1698791581000000000,4.1
windgeber_ZMW,1698792181000000000,4.7
windgeber_ZMW,1698792781000000000,4.6
windgeber_ZMW,1698793381000000000,5
windgeber_ZMW,1698793981000000000,5.4
windgeber_ZMW,1698794581000000000,5.4
windgeber_ZMW,1698795181000000000,4.5
windgeber_ZMW,1698795781000000000,4.4
windgeber_ZMW,1698796381000000000,4
windgeber_ZMW,1698796981000000000,4.1
windgeber_ZMW,1698797581000000000,3.7
windgeber_ZMW,1698798181000000000,3.7
windgeber_ZMW,1698798781000000000,3.3
windgeber_ZMW,1698799381000000000,3
windgeber_ZMW,1698799981000000000,3
windgeber_ZMW,1698800581000000000,2.9
windgeber_ZMW,1698801181000000000,3
windgeber_ZMW,1698801781000000000,2.8
windgeber_ZMW,1698802381000000000,3.2
windgeber_ZMW,1698802981000000000,3.1
windgeber_ZMW,1698803581000000000,2.5
windgeber_ZMW,1698804181000000000,2.5
windgeber_ZMW,1698804781000000000,2.8
windgeber_ZMW,1698805381000000000,2.3
windgeber_ZMW,1698805981000000000,2.2
windgeber_ZMW,1698806581000000000,2.2
windgeber_ZMW,1698807181000000000,1.9
windgeber_ZMW,1698807781000000000,1.7
windgeber_ZMW,1698808381000000000,1.5
windgeber_ZMW,1698808981000000000,1.6
windgeber_ZMW,1698809581000000000,1.9
windgeber_ZMW,1698810181000000000,1.6
windgeber_ZMW,1698810781000000000,1.1
windgeber_ZMW,1698811381000000000,0.9
windgeber_ZMW,1698811981000000000,1
windgeber_ZMW,1698812581000000000,0.7
windgeber_ZMW,1698813181000000000,0.3
windgeber_ZMW,1698813781000000000,0.1
windgeber_ZMW,1698814381000000000,0.3
windgeber_ZMW,1698814981000000000,1.1
windgeber_ZMW,1698815581000000000,0.6
windgeber_ZMW,1698816181000000000,0.3
windgeber_ZMW,1698816781000000000,0.1
windgeber_ZMW,1698817381000000000,0.8
windgeber_ZMW,1698817981000000000,1.2
windgeber_ZMW,1698818581000000000,1.4
windgeber_ZMW,1698819181000000000,1.7
windgeber_ZMW,1698819781000000000,2.2
windgeber_ZMW,1698820381000000000,1.9
windgeber_ZMW,1698820981000000000,1.9
windgeber_ZMW,1698821581000000000,1.8
windgeber_ZMW,1698822181000000000,2.2
windgeber_ZMW,1698822781000000000,2.5
windgeber_ZMW,1698823381000000000,2.1
windgeber_ZMW,1698823981000000000,1.7
windgeber_ZMW,1698824581000000000,1.7
windgeber_ZMW,1698825181000000000,1.6
windgeber_ZMW,1698825781000000000,1.6
windgeber_ZMW,1698826381000000000,1.9
windgeber_ZMW,1698826981000000000,2
windgeber_ZMW,1698827581000000000,1.7
windgeber_ZMW,1698828181000000000,2.2
windgeber_ZMW,1698828781000000000,2.3
windgeber_ZMW,1698829766000000000,0
windgeber_ZMW,1698831035000000000,2.9
windgeber_ZMW,1698831635000000000,2.7
windgeber_ZMW,1698832235000000000,3.2
windgeber_ZMW,1698832835000000000,3.7
windgeber_ZMW,1698833435000000000,3
windgeber_ZMW,1698834035000000000,2.9
windgeber_ZMW,1698834635000000000,3
windgeber_ZMW,1698835235000000000,3
windgeber_ZMW,1698835835000000000,3
windgeber_ZMW,1698836435000000000,3.1
windgeber_ZMW,1698837035000000000,2.6
windgeber_ZMW,1698837635000000000,2.8
windgeber_ZMW,1698838235000000000,3.6
windgeber_ZMW,1698838835000000000,3.5
windgeber_ZMW,1698839435000000000,3.6
windgeber_ZMW,1698840035000000000,3.4
windgeber_ZMW,1698840635000000000,4.3
windgeber_ZMW,1698841235000000000,3.5
windgeber_ZMW,1698841835000000000,3
windgeber_ZMW,1698842435000000000,2.4
windgeber_ZMW,1698843035000000000,2.7
windgeber_ZMW,1698843635000000000,2.9
windgeber_ZMW,1698844235000000000,3.7
windgeber_ZMW,1698844835000000000,3
windgeber_ZMW,1698845435000000000,3.9
windgeber_ZMW,1698846035000000000,3.3
windgeber_ZMW,1698846635000000000,3.4
windgeber_ZMW,1698847235000000000,3.7
windgeber_ZMW,1698847835000000000,3.4
windgeber_ZMW,1698848435000000000,3.4
windgeber_ZMW,1698849035000000000,4
windgeber_ZMW,1698849635000000000,3.4
windgeber_ZMW,1698850235000000000,3
windgeber_ZMW,1698850835000000000,3.6
windgeber_ZMW,1698851435000000000,3.8
windgeber_ZMW,1698852029000000000,3.9
windgeber_ZMW,1698852629000000000,4
windgeber_ZMW,1698853229000000000,4.2
windgeber_ZMW,1698853829000000000,4.6
windgeber_ZMW,1698854429000000000,4.5
windgeber_ZMW,1698855029000000000,4.4
windgeber_ZMW,1698855629000000000,4
windgeber_ZMW,1698856229000000000,3.8
windgeber_ZMW,1698856829000000000,3.7
windgeber_ZMW,1698857429000000000,3.9
windgeber_ZMW,1698858029000000000,3.5
windgeber_ZMW,1698858629000000000,3.7
windgeber_ZMW,1698859229000000000,4
windgeber_ZMW,1698859829000000000,4.4
windgeber_ZMW,1698860429000000000,4.2
windgeber_ZMW,1698861029000000000,4
windgeber_ZMW,1698861629000000000,4.4
windgeber_ZMW,1698862229000000000,4.3
windgeber_ZMW,1698862829000000000,4.1
windgeber_ZMW,1698863429000000000,4.2
windgeber_ZMW,1698864029000000000,4.6
windgeber_ZMW,1698864629000000000,4.4
windgeber_ZMW,1698865229000000000,4.5
windgeber_ZMW,1698865829000000000,5
windgeber_ZMW,1698866429000000000,5.1
windgeber_ZMW,1698867029000000000,4.2
windgeber_ZMW,1698867629000000000,4.6
windgeber_ZMW,1698868229000000000,4.8
windgeber_ZMW,1698868829000000000,4.6
windgeber_ZMW,1698869429000000000,5
windgeber_ZMW,1698870029000000000,4.7
windgeber_ZMW,1698870629000000000,4.8
windgeber_ZMW,1698871229000000000,5.3
windgeber_ZMW,1698871829000000000,5.4
windgeber_ZMW,1698872429000000000,6.1
windgeber_ZMW,1698873029000000000,5.9
windgeber_ZMW,1698873629000000000,6.5
windgeber_ZMW,1698874229000000000,6.3
windgeber_ZMW,1698874829000000000,6
windgeber_ZMW,1698875429000000000,6.6
windgeber_ZMW,1698876029000000000,5.9
windgeber_ZMW,1698876629000000000,6.2
windgeber_ZMW,1698877229000000000,6.1
windgeber_ZMW,1698877829000000000,6.5
windgeber_ZMW,1698878429000000000,5.9
windgeber_ZMW,1698879029000000000,6.2
windgeber_ZMW,1698879629000000000,5.9
windgeber_ZMW,1698880229000000000,5.9
windgeber_ZMW,1698880829000000000,5.9
windgeber_ZMW,1698881429000000000,6.3
windgeber_ZMW,1698882029000000000,6.6
windgeber_ZMW,1698882629000000000,6
windgeber_ZMW,1698883229000000000,5.9
windgeber_ZMW,1698883829000000000,5.5
windgeber_ZMW,1698884429000000000,5.9
windgeber_ZMW,1698885029000000000,6.5
windgeber_ZMW,1698885629000000000,6.7
windgeber_ZMW,1698886229000000000,6.2
windgeber_ZMW,1698886829000000000,6
windgeber_ZMW,1698887429000000000,6.1
windgeber_ZMW,1698888029000000000,6.2
windgeber_ZMW,1698888629000000000,5.2
windgeber_ZMW,1698889229000000000,5.3
windgeber_ZMW,1698889829000000000,5.8
windgeber_ZMW,1698890429000000000,5.5
windgeber_ZMW,1698891029000000000,4.6
windgeber_ZMW,1698891629000000000,4.5
windgeber_ZMW,1698892229000000000,5
windgeber_ZMW,1698892829000000000,4.4
windgeber_ZMW,1698893429000000000,4.9
windgeber_ZMW,1698894029000000000,5.1
windgeber_ZMW,1698894629000000000,5
windgeber_ZMW,1698895229000000000,4.4
windgeber_ZMW,1698895829000000000,4.4
windgeber_ZMW,1698896429000000000,4
windgeber_ZMW,1698897029000000000,4.3
windgeber_ZMW,1698897629000000000,4.6
windgeber_ZMW,1698898229000000000,4.6
windgeber_ZMW,1698898829000000000,4.6
windgeber_ZMW,1698899429000000000,4.1
windgeber_ZMW,1698900029000000000,3.6
windgeber_ZMW,1698900629000000000,4.3
windgeber_ZMW,1698901229000000000,3.9
windgeber_ZMW,1698901829000000000,4
windgeber_ZMW,1698902429000000000,3.9
windgeber_ZMW,1698903029000000000,3.8
windgeber_ZMW,1698903629000000000,3.7
windgeber_ZMW,1698904229000000000,4.1
windgeber_ZMW,1698904829000000000,4.4
windgeber_ZMW,1698905429000000000,4.2
windgeber_ZMW,1698906029000000000,4.5
windgeber_ZMW,1698906629000000000,4.5
windgeber_ZMW,1698907229000000000,4
windgeber_ZMW,1698907829000000000,3.9
windgeber_ZMW,1698908429000000000,4.2
windgeber_ZMW,1698909029000000000,4.4
windgeber_ZMW,1698909629000000000,4.6
windgeber_ZMW,1698910229000000000,4.3
windgeber_ZMW,1698910829000000000,3.9
windgeber_ZMW,1698911429000000000,4.5
windgeber_ZMW,1698912029000000000,4.7
windgeber_ZMW,1698912629000000000,5.1
windgeber_ZMW,1698913229000000000,5.1
windgeber_ZMW,1698913829000000000,4.5
windgeber_ZMW,1698914429000000000,4.5
windgeber_ZMW,1698915029000000000,5.1
windgeber_ZMW,1698915629000000000,6.2
windgeber_ZMW,1698916229000000000,6
windgeber_ZMW,1698916829000000000,5.7
windgeber_ZMW,1698917429000000000,5.3
windgeber_ZMW,1698918029000000000,5.5
windgeber_ZMW,1698918629000000000,5.5
windgeber_ZMW,1698919229000000000,5.2
windgeber_ZMW,1698919829000000000,5.8
windgeber_ZMW,1698920429000000000,6.1
windgeber_ZMW,1698921029000000000,5.5
windgeber_ZMW,1698921629000000000,6.8
windgeber_ZMW,1698922229000000000,6.9
windgeber_ZMW,1698922829000000000,5.8
windgeber_ZMW,1698923429000000000,5.1
windgeber_ZMW,1698924029000000000,3.7
windgeber_ZMW,1698924629000000000,2.8
windgeber_ZMW,1698925229000000000,3.8
windgeber_ZMW,1698925829000000000,4.2
windgeber_ZMW,1698926429000000000,4.5
windgeber_ZMW,1698927029000000000,4.9
windgeber_ZMW,1698927629000000000,4.6
windgeber_ZMW,1698928229000000000,4.4
windgeber_ZMW,1698928829000000000,4.8
windgeber_ZMW,1698929429000000000,5.3
windgeber_ZMW,1698930029000000000,5.8
windgeber_ZMW,1698930629000000000,5.6
windgeber_ZMW,1698931229000000000,5.8
windgeber_ZMW,1698931829000000000,5.3
windgeber_ZMW,1698932429000000000,0.8
windgeber_ZMW,1698933029000000000,5.4
windgeber_ZMW,1698933629000000000,5.4
windgeber_ZMW,1698934229000000000,5.5
windgeber_ZMW,1698934829000000000,5.4
windgeber_ZMW,1698935429000000000,5.1
windgeber_ZMW,1698936029000000000,5.3
windgeber_ZMW,1698936629000000000,5.7
windgeber_ZMW,1698937229000000000,5.5
windgeber_ZMW,1698937829000000000,5.8
windgeber_ZMW,1698938429000000000,5.7
windgeber_ZMW,1698939029000000000,5.7
windgeber_ZMW,1698939629000000000,5.6
windgeber_ZMW,1698940229000000000,5.7
windgeber_ZMW,1698940829000000000,6.1
windgeber_ZMW,1698941429000000000,5.8
windgeber_ZMW,1698942029000000000,5.4
windgeber_ZMW,1698942629000000000,5.5
windgeber_ZMW,1698943229000000000,5.9
windgeber_ZMW,1698943829000000000,6.1
windgeber_ZMW,1698944429000000000,5.9
windgeber_ZMW,1698945029000000000,6.4
windgeber_ZMW,1698945629000000000,6.2
windgeber_ZMW,1698946229000000000,6
windgeber_ZMW,1698946829000000000,5.8
windgeber_ZMW,1698947429000000000,6
windgeber_ZMW,1698948029000000000,5.8
windgeber_ZMW,1698948629000000000,6.2
windgeber_ZMW,1698949229000000000,6.4
windgeber_ZMW,1698949829000000000,5.9
windgeber_ZMW,1698950429000000000,6.1
windgeber_ZMW,1698951029000000000,6.7
windgeber_ZMW,1698951629000000000,6.3
windgeber_ZMW,1698952229000000000,6.7
windgeber_ZMW,1698952829000000000,5.9
windgeber_ZMW,1698953429000000000,6.3
windgeber_ZMW,1698954029000000000,5.9
windgeber_ZMW,1698954629000000000,6
windgeber_ZMW,1698955229000000000,5.3
windgeber_ZMW,1698955829000000000,4.7
windgeber_ZMW,1698956429000000000,4.2
windgeber_ZMW,1698957029000000000,2.2
windgeber_ZMW,1698957629000000000,3.7
windgeber_ZMW,1698958229000000000,4.8
windgeber_ZMW,1698958829000000000,4.9
windgeber_ZMW,1698959429000000000,4.7
windgeber_ZMW,1698960029000000000,4.8
windgeber_ZMW,1698960629000000000,4
windgeber_ZMW,1698961229000000000,3.9
windgeber_ZMW,1698961829000000000,4
windgeber_ZMW,1698962429000000000,4.7
windgeber_ZMW,1698963029000000000,5
windgeber_ZMW,1698963629000000000,4.3
windgeber_ZMW,1698964229000000000,4.9
windgeber_ZMW,1698964829000000000,5.4
windgeber_ZMW,1698965429000000000,5
windgeber_ZMW,1698966029000000000,5
windgeber_ZMW,1698966629000000000,5.5
windgeber_ZMW,1698967229000000000,4.8
windgeber_ZMW,1698967829000000000,5.1
windgeber_ZMW,1698968429000000000,4.9
windgeber_ZMW,1698969029000000000,4.7
windgeber_ZMW,1698969629000000000,4.7
windgeber_ZMW,1698970229000000000,5.1
windgeber_ZMW,1698970829000000000,4.8
windgeber_ZMW,1698971429000000000,5
windgeber_ZMW,1698972029000000000,4
windgeber_ZMW,1698972629000000000,3.7
windgeber_ZMW,1698973229000000000,3.6
windgeber_ZMW,1698973829000000000,4.4
windgeber_ZMW,1698974429000000000,3.8
windgeber_ZMW,1698975029000000000,3.7
windgeber_ZMW,1698975629000000000,4.3
windgeber_ZMW,1698976229000000000,4
windgeber_ZMW,1698976829000000000,3.2
windgeber_ZMW,1698977429000000000,2.3
windgeber_ZMW,1698978029000000000,1.9
windgeber_ZMW,1698978629000000000,1.8
windgeber_ZMW,1698979229000000000,2.2
windgeber_ZMW,1698979829000000000,1.9
windgeber_ZMW,1698980429000000000,2.9
windgeber_ZMW,1698981029000000000,3.7
windgeber_ZMW,1698981629000000000,3.5
windgeber_ZMW,1698982229000000000,3.6
windgeber_ZMW,1698982829000000000,3.3
windgeber_ZMW,1698983429000000000,3.5
windgeber_ZMW,1698984029000000000,3.2
windgeber_ZMW,1698984629000000000,3.4
windgeber_ZMW,1698985229000000000,3.6
windgeber_ZMW,1698985829000000000,2.8
windgeber_ZMW,1698986429000000000,2.3
windgeber_ZMW,1698987029000000000,2.2
windgeber_ZMW,1698987629000000000,2.2
windgeber_ZMW,1698988229000000000,2.9
windgeber_ZMW,1698988829000000000,2.9
windgeber_ZMW,1698989429000000000,2.5
windgeber_ZMW,1698990029000000000,1.9
windgeber_ZMW,1698990629000000000,2.5
windgeber_ZMW,1698991229000000000,2.1
windgeber_ZMW,1698991829000000000,2
windgeber_ZMW,1698992429000000000,1.7
windgeber_ZMW,1698993029000000000,2.2
windgeber_ZMW,1698993629000000000,2.1
windgeber_ZMW,1698994229000000000,2.5
windgeber_ZMW,1698994829000000000,2.3
windgeber_ZMW,1698995429000000000,1.9
windgeber_ZMW,1698996029000000000,1.6
windgeber_ZMW,1698996629000000000,1.4
windgeber_ZMW,1698997229000000000,1.3
windgeber_ZMW,1698997829000000000,2
windgeber_ZMW,1698998429000000000,2.7
windgeber_ZMW,1698999029000000000,3.4
windgeber_ZMW,1698999629000000000,3.6
windgeber_ZMW,1699000229000000000,3.1
windgeber_ZMW,1699000829000000000,1.6
windgeber_ZMW,1699001429000000000,1.2
windgeber_ZMW,1699002029000000000,1.5
windgeber_ZMW,1699002629000000000,2
windgeber_ZMW,1699003229000000000,1.1
windgeber_ZMW,1699003829000000000,1.2
windgeber_ZMW,1699004429000000000,1.4
windgeber_ZMW,1699005029000000000,1.6
windgeber_ZMW,1699005629000000000,2.6
windgeber_ZMW,1699006229000000000,2.6
windgeber_ZMW,1699006829000000000,2.5
windgeber_ZMW,1699007429000000000,2.9
windgeber_ZMW,1699008029000000000,2.3
windgeber_ZMW,1699008629000000000,2
windgeber_ZMW,1699009229000000000,1.6
windgeber_ZMW,1699009829000000000,1.5
windgeber_ZMW,1699010429000000000,1.6
windgeber_ZMW,1699011029000000000,1.4
windgeber_ZMW,1699011629000000000,1.3
windgeber_ZMW,1699012229000000000,1.9
windgeber_ZMW,1699012829000000000,2
windgeber_ZMW,1699013429000000000,1.9
windgeber_ZMW,1699014029000000000,1.7
windgeber_ZMW,1699014629000000000,1.6
windgeber_ZMW,1699015229000000000,2.2
windgeber_ZMW,1699015829000000000,3.1
windgeber_ZMW,1699016429000000000,3.2
windgeber_ZMW,1699017029000000000,2.7
windgeber_ZMW,1699017629000000000,2.3
windgeber_ZMW,1699018229000000000,1.6
windgeber_ZMW,1699018829000000000,1.3
windgeber_ZMW,1699019429000000000,0.5
windgeber_ZMW,1699020029000000000,0
windgeber_ZMW,1699020629000000000,0.1
windgeber_ZMW,1699021229000000000,0.3
windgeber_ZMW,1699021829000000000,1.1
windgeber_ZMW,1699022429000000000,1.3
windgeber_ZMW,1699023029000000000,1.6
windgeber_ZMW,1699023629000000000,1.9
windgeber_ZMW,1699024229000000000,2
windgeber_ZMW,1699024829000000000,2
windgeber_ZMW,1699025429000000000,1.6
windgeber_ZMW,1699026029000000000,0.3
windgeber_ZMW,1699026629000000000,0.4
windgeber_ZMW,1699027229000000000,0.1
windgeber_ZMW,1699027829000000000,0.4
windgeber_ZMW,1699028429000000000,0.3
windgeber_ZMW,1699029029000000000,0.2
windgeber_ZMW,1699029629000000000,0.3
windgeber_ZMW,1699030229000000000,0.5
windgeber_ZMW,1699030829000000000,0.6
windgeber_ZMW,1699031429000000000,0.2
windgeber_ZMW,1699032029000000000,0.1
windgeber_ZMW,1699032629000000000,2.2
windgeber_ZMW,1699033229000000000,3
windgeber_ZMW,1699033829000000000,2.9
windgeber_ZMW,1699034429000000000,3.1
windgeber_ZMW,1699035029000000000,3.7
windgeber_ZMW,1699035629000000000,4.1
windgeber_ZMW,1699036229000000000,4.2
windgeber_ZMW,1699036829000000000,1.8
windgeber_ZMW,1699037429000000000,2.6
windgeber_ZMW,1699038029000000000,2.7
windgeber_ZMW,1699038629000000000,3
windgeber_ZMW,1699039229000000000,3.4
windgeber_ZMW,1699039829000000000,3.8
windgeber_ZMW,1699040429000000000,4.2
windgeber_ZMW,1699041029000000000,3.9
windgeber_ZMW,1699041629000000000,4.9
windgeber_ZMW,1699042229000000000,4.4
windgeber_ZMW,1699042829000000000,4.5
windgeber_ZMW,1699043429000000000,4.7
windgeber_ZMW,1699044029000000000,4.3
windgeber_ZMW,1699044629000000000,3.7
windgeber_ZMW,1699045229000000000,1.8
windgeber_ZMW,1699045829000000000,2.1
windgeber_ZMW,1699046429000000000,3.7
windgeber_ZMW,1699047029000000000,3.4
windgeber_ZMW,1699047629000000000,3.1
windgeber_ZMW,1699048229000000000,3.3
windgeber_ZMW,1699048829000000000,3.6
windgeber_ZMW,1699049429000000000,3.3
windgeber_ZMW,1699050029000000000,3.8
windgeber_ZMW,1699050629000000000,4.2
windgeber_ZMW,1699051229000000000,4.1
windgeber_ZMW,1699051829000000000,4.4
windgeber_ZMW,1699052429000000000,4.8
windgeber_ZMW,1699053029000000000,5
windgeber_ZMW,1699053629000000000,5.2
windgeber_ZMW,1699054229000000000,4.8
windgeber_ZMW,1699054829000000000,4.5
windgeber_ZMW,1699055429000000000,4.3
windgeber_ZMW,1699056029000000000,5.5
windgeber_ZMW,1699056629000000000,5.3
windgeber_ZMW,1699057229000000000,5.2
windgeber_ZMW,1699057829000000000,4.7
windgeber_ZMW,1699058429000000000,5.5
windgeber_ZMW,1699059029000000000,5.5
windgeber_ZMW,1699059629000000000,5.1
windgeber_ZMW,1699060229000000000,4.6
windgeber_ZMW,1699060829000000000,5.1
windgeber_ZMW,1699061429000000000,4.6
windgeber_ZMW,1699062029000000000,5.2
windgeber_ZMW,1699062629000000000,5.8
windgeber_ZMW,1699063229000000000,6.3
windgeber_ZMW,1699063829000000000,7.3
windgeber_ZMW,1699064429000000000,6.3
windgeber_ZMW,1699065029000000000,5.6
windgeber_ZMW,1699065629000000000,5.3
windgeber_ZMW,1699066229000000000,5.5
windgeber_ZMW,1699066829000000000,5.3
windgeber_ZMW,1699067429000000000,5.9
windgeber_ZMW,1699068029000000000,5.2
windgeber_ZMW,1699068629000000000,3.7
windgeber_ZMW,1699069229000000000,4.3
windgeber_ZMW,1699069829000000000,4.6
windgeber_ZMW,1699070429000000000,5
windgeber_ZMW,1699071029000000000,4.3
windgeber_ZMW,1699071629000000000,3.4
windgeber_ZMW,1699072229000000000,3.2
windgeber_ZMW,1699072829000000000,2.8
windgeber_ZMW,1699073429000000000,3.3
windgeber_ZMW,1699074029000000000,4.3
windgeber_ZMW,1699074629000000000,5.3
windgeber_ZMW,1699075229000000000,5.1
windgeber_ZMW,1699075829000000000,4.9
windgeber_ZMW,1699076429000000000,4.7
windgeber_ZMW,1699077029000000000,4.6
windgeber_ZMW,1699077629000000000,4.2
windgeber_ZMW,1699078229000000000,3.7
windgeber_ZMW,1699078829000000000,3.5
windgeber_ZMW,1699079429000000000,3.2
windgeber_ZMW,1699080029000000000,2.9
windgeber_ZMW,1699080629000000000,3.1
windgeber_ZMW,1699081229000000000,3.5
windgeber_ZMW,1699081829000000000,3.7
windgeber_ZMW,1699082429000000000,3.5
windgeber_ZMW,1699083029000000000,3.6
windgeber_ZMW,1699083629000000000,3.5
windgeber_ZMW,1699084229000000000,3.5
windgeber_ZMW,1699084829000000000,3.4
windgeber_ZMW,1699085429000000000,3.8
windgeber_ZMW,1699086029000000000,4
windgeber_ZMW,1699086629000000000,4.3
windgeber_ZMW,1699087229000000000,3.5
windgeber_ZMW,1699087829000000000,3.6
windgeber_ZMW,1699088429000000000,3.7
windgeber_ZMW,1699089029000000000,3.5
windgeber_ZMW,1699089629000000000,3.3
windgeber_ZMW,1699090229000000000,3.5
windgeber_ZMW,1699090829000000000,4
